id, mac, first_ap_id, last_ap_id, ssid, vlan, radio_mode,ap_radio_index, ap_radio_description, ht_mode,first_start, first_stop, last_start, last_stop,interface_index, first_ap_folder_id, last_ap_folder_id, rsta_type, rsta_type_user_set, forward_mode, device_os,device_os_detail, mdm_server_id, device_id,from_snmp_trap, tunneled_device_id, user_agent_string,aruba_device_type, device_classification_source,vendor, authen_type, authen_state_from_mib, login_time, logout_time, device_type,device_manufacturer, device_model, notes,serial_number, phone_number, network_chipset,network_driver,eap_supplicant, asset_id,asset_group,asset_category, service_start_string, service_end_string, client_name_enabled, serial_number_enabled,phone_number_enabled,network_chipset_enabled,network_driver_enabled, eap_supplicant_enabled, asset_id_enabled, asset_group_enabled, asset_category_enabled, service_start_st ring_enabled, service_end_string_enabled, device_type_enabled, device_manufacturer_enabled, device_model_enabled, device_os_enabled, device_os_detail_enabled, self_ap_id, search_mac, is_vip, device_classification_source_version
1074,A0:91:69:E9:B0:CF,205,197,tru,7,a,2,802.11ac,0,1493999777,1494000978,1494632450,1494633652,\N,4,4,1,0,0,Android,Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1447078419,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1447078419),Android,2,LG Electronics,\N,0,\N,\N,LG D855,LG,D855,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A09169E9B0CF,0,\N
1059,88:83:22:DD:58:67,205,205,eduroam,12,g,1,802.11bgn,0,1493940649,1493941549,1493940649,1493941549,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G903W Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G903W Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Unknown,\N,0,1493940650,1493941550,Samsung SM-G903W,Samsung,SM-G903W,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,888322DD5867,0
8,34:23:BA:02:F1:E1,205,205,eduroam,12,g,1,802.11bgn,0,1492551993,1492553794,1493230571,1493231472,\N,1,4,1,0,0,Android,Linux; U; Android 4.4.2; SGH-T889V Build/KOT49H,\N,\N,0,\N,Dalvik/1.6.0 (Linux; U; Android 4.4.2; SGH-T889V Build/KOT49H),Android,2,Samsung Electro Mechanics co.\,LTD.,\N,0,1493230572,1493231473,Samsung SGH-T889V,Samsung,SGH-T889V,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,3423BA02F1E1,0
10,FC:C2:DE:D8:19:37,205,205,tru,7,g,1,802.11bgn,0,1492551993,1492552593,1493335923,1493336223,\N,1,4,1,0,0,Android,Linux; U; Android 4.3; SM-G900V Build/JSS15J,\N,\N,0,\N,Dalvik/1.6.0 (Linux; U; Android 4.3; SM-G900V Build/JSS15J),Android,2,Murata Manufacturing Co.\, Ltd.,\N,0,\N,\N,Android,,SM-G900V,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,FCC2DED81937,0
51,A8:5B:78:45:78:A2,205,205,eduroam,12,g,1,802.11bgn,0,1492557396,1492557996,1492557396,1492557996,\N,1,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A85B784578A2
9,2C:0E:3D:E3:38:63,205,205,tru,7,a,2,802.11ac,0,1492551993,1492553194,1492551993,1492553194,\N,1,4,1,0,0,Android,Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G930W8 Build/NRD90M),Android,2,Unknown,\N,0,\N,\N,Android,,SM-G930W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,2C0E3DE33863,0,\N
49,E0:98:61:D5:F3:C1,205,205,tru,7,g,1,802.11bgn,0,1492557396,1492558596,1495733320,1495734522,\N,1,4,1,0,0,Android,Linux; U; Android 6.0; MotoG3 Build/MPIS24.65-33.1-2-2-6,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; MotoG3 Build/MPIS24.65-33.1-2-2-6),Android,2,Motorola Mobility LLC\, a Lenovo Company,\N,0,1495733321,1495734523,Android,,MotoG3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E09861D5F3C1,0
1021,80:7A:BF:71:CC:C9,205,205,tru,7,g,1,802.11bgn,0,1493910922,1493911823,1496186474,1496187378,\N,4,4,1,0,0,Android,Linux; U; Android 5.1; HTC Desire 628 dual sim Build/LMY47D,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 5.1; HTC Desire 628 dual sim Build/LMY47D),Android,2,HTC Corporation,\N,0,\N,\N,HTC Desire 628 dual sim,HTC,Desire 628 dual sim,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,807ABF71CCC9,0,\N
11,E8:50:8B:80:00:82,205,191,eduroam,12,a,2,802.11ac,0,1492552593,1492553794,1496681142,\N,\N,1,4,1,0,0,Android,Linux; U; Android 7.0; SM-G925W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G925W8 Build/NRD90M,Android,2,Samsung Electro Mechanics co.\, LTD.,EAP,1,1496681144,\N,Android,,SM-G925W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E8508B800082,0
1532,F0:79:60:71:82:91,211,209,eduroam,12,a,2,802.11ac,0,1495571387,1495571688,1496070199,1496070499,\N,7,7,1,0,0,iOS,10.3.1 (14E304),\N,\N,0,\N,iPhone8\,4/10.3.1 (14E304),iPhone,2,Unknown,\N,0,1495733321,1495734222,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,F07960718291,0
1032,1E:9D:09:8A:8B:4A,200,200,eduroam,12,a,2,802.11ac,0,1493915726,1493916026,1493915726,1493916026,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown Locally Administered Address,\N,0,\N,\N,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,1E9D098A8B4A,0,\N
231,8C:F5:A3:3D:58:F3,205,205,eduroam,12,a,2,802.11ac,0,1492666643,1492666943,1493180720,1493181320,\N,1,4,1,0,0,Android,Linux; Android 6.0.1; SM-G920W8 Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G920W8 Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.,Android,2,Unknown,\N,0,1493180721,1493181321,Samsung SM-G920W8,Samsung,SM-G920W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,8CF5A33D58F3,0
12,58:40:4E:3F:70:9B,205,205,eduroam,12,a,2,802.11ac,0,1492552593,1492553194,1492553194,1492553794,\N,1,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown,\N,0,1492553195,1492553794,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,58404E3F709B,0,\N
134,08:74:02:62:C4:FB,205,205,eduroam,12,g,1,802.11bgn,0,1492626422,1492626722,1494612620,1494614123,\N,1,4,1,0,0,iOS,10.3.1 (14E304),\N,\N,0,\N,iPhone6\,1/10.3.1 (14E304),iPhone,2,Apple\, Inc.,\N,0,1494612621,1494614124,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,08740262C4FB
1179,A4:E4:B8:B2:1D:6C,205,205,eduroam,12,a,2,802.11ac,0,1494346366,1494346666,1496171147,1496172048,\N,4,4,1,0,0,Android,Linux; U; Android 6.0.1; STH100-1 Build/MMB29M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0.1; STH100-1 Build/MMB29M),Android,2,BlackBerry RTS,\N,0,1496171149,1496172051,Motorola STH100-1,Motorola,STH100-1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A4E4B8B21D6C,0,\N
1131,E8:80:2E:C1:0F:A5,200,205,eduroam,12,a,2,802.11ac,0,1494259246,1494260447,1496082519,1496082819,\N,4,4,1,0,0,iOS,9.3.2 (13F69),\N,\N,0,\N,iPhone6\,1/9.3.2 (13F69),iPhone,2,Apple\, Inc.,\N,0,1496080416,1496082519,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E8802EC10FA5
1432,88:83:22:DD:50:E7,205,205,tru,7,g,1,802.11bgn,0,1495137838,1495138222,1495137838,1495138222,\N,4,4,1,0,0,Android,Linux; Android 6.0.1; SM-G903W Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 6.0.1; SM-G903W Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Unknown,\N,0,\N,\N,Samsung SM-G903W,Samsung,SM-G903W,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,888322DD50E7,0
7,08:74:02:CE:C3:10,205,196,eduroam,12,a,2,802.11ac,0,1492551993,1492552593,1496681142,\N,\N,1,1,1,0,0,iOS,10.2.1 (14D27),\N,\N,0,\N,iPhone7\,2/10.2.1 (14D27),iPhone,2,Apple\, Inc.,EAP,1,1496681145,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,087402CEC310
50,64:BC:0C:64:52:02,205,205,tru,7,g,1,802.11bgn,0,1492557396,1492557996,1496442980,1496443883,\N,1,4,1,0,0,Linux,X11; Linux x86_64,\N,\N,0,\N,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML\, like Gecko) Chrome/52.0.2743.82 Safari/537.36,Linux,2,LG Electronics,\N,0,1496442981,1496443884,Linux,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,64BC0C645202,0
961,A0:39:F7:3D:3E:92,190,205,tru,7,g,1,802.11bgn,0,1493761763,1493762965,1494366499,1494366800,\N,4,4,1,0,0,Android,Linux; U; Android 6.0; LG-D852 Build/MRA58K,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; LG-D852 Build/MRA58K),Android,2,LG Electronics (Mobile Communications),\N,0,1494366501,1494366800,LG D852,LG,D852,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A039F73D3E92,0,\N
15,E4:A4:71:93:F3:E1,205,205,eduroam,12,a,2,802.11ac,0,1492553194,1492553794,1492554395,1492554995,\N,1,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Intel Corporate,\N,0,1492554396,1492554995,Intel Corporate,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,E4A47193F3E1,0,\N
53,D8:D1:CB:29:D0:37,205,205,tru,7,g,1,802.11bgn,0,1492557996,1492559196,1492557996,1492559196,\N,1,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Apple\, Inc.,\N,0,\N,\N,Apple\, Inc.,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,D8D1CB29D037
1180,00:26:BB:1E:78:CC,200,200,eduroam,12,a,2,802.11ac,0,1494347268,1494353880,1494347268,1494353880,\N,4,4,1,0,0,Mac OS X,10_11_6,\N,\N,0,\N,AppleCoreMedia/1.0.0.15G1217 (Macintosh; U; Intel Mac OS X 10_11_6; en_us),OS X,2,Apple\, Inc.,\N,0,1494347569,1494353880,Apple Mac,Apple,Mac,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,0026BB1E78CC,0
20,A4:08:EA:FB:ED:9D,205,205,tru,7,a,2,802.11ac,0,1492553794,1492554995,1492553794,1492554995,\N,1,4,1,0,0,Android,Linux; U; Android 7.0; SM-G935W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G935W8 Build/NRD90M,Android,2,Murata Manufacturing Co.\, Ltd.,\N,0,\N,\N,Android,,SM-G935W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,A408EAFBED9D,0
19,64:BC:0C:9D:7A:ED,205,192,tru,7,a,2,802.11ac,0,1492553194,1492553794,1494538388,1494539290,\N,1,4,1,0,0,Android,Linux; U; Android 6.0; LG-H812 Build/MRA58K,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H812 Build/MRA58K),Android,2,LG Electronics,\N,0,\N,\N,LG H812,LG,H812,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,64BC0C9D7AED,0,\N
1639,00:B3:62:96:6B:88,205,205,eduroam,12,g,1,802.11bgn,0,1495814437,1495814737,1495818345,1495818646,\N,4,4,1,0,0,iOS,10.3.1,\N,\N,0,\N,server-bag [iPhone OS\,10.3.1\,14E304\,iPhone8\,1],iPhone,2,Unknown,\N,0,1495815343,1495818347,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7C:91:22:FE:1A:B0,205,211,tru,7,g,1,802.11bgn,0,1492613209,1492614110,1496504411,1496504712,\N,1,7,1,0,0,Android,Linux; Android 5.1.1; SM-G530W Build/LRX22C,\N,\N,0,\N,Mozilla/5.0 (Linux; Android 5.1.1; SM-G530W Build/LRX22C) AppleWebKit/537.36 (KHTML\, like Gecko) SamsungBrowser/3.0 Chrome/38.0,Android,2,Samsung Electronics Co.\,Ltd,\N,0,\N,\N,Samsung SM-G530W,Samsung,SM-G530W,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,7C9122FE1AB0
16,40:4D:7F:6D:3B:F0,205,205,eduroam,12,a,2,802.11ac,0,1492553194,1492554395,1496674815,\N,\N,1,4,1,0,0,iOS,10.3.2,\N,\N,0,\N,server-bag [iPhone OS\,10.3.2\,14F89\,iPhone9\,3],iPhone,2,Unknown,EAP,1,1496674816,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,AC:5F:3E:3E:FA:C9,205,205,eduroam,12,a,2,802.11ac,0,1492614110,1492614710,1496681443,\N,\N,1,4,1,0,0,Android,Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G930W8 Build/NRD90M,Android,2,SAMSUNG ELECTRO-MECHANICS(THAILAND),EAP,1,1496681443,\N,Android,,SM-G930W8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,AC5F3E3EFAC9,0,\N
242,18:5E:0F:CB:6E:48,190,190,tru,7,a,2,802.11ac,0,1492703552,1492795270,1495831869,1495840283,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Intel Corporate,\N,0,\N,\N,Intel Corporate,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,185E0FCB6E48,0,\N
1671,4C:74:BF:D0:03:5C,205,205,tru,7,g,1,802.11bgn,0,1496001131,1496002933,1496001131,1496002933,\N,4,4,1,0,0,,,\N,\N,0,\N,\N,,\N,Unknown,\N,0,\N,\N,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,4C74BFD0035C,0,\N
1219,D0:13:FD:46:1A:70,205,205,tru,7,a,2,802.11ac,0,1494429303,1494430205,1495737227,1495738428,\N,4,4,1,0,0,Android,Linux; U; Android 7.0; LG-H831 Build/NRD90U,\N,\N,0,\N,Dalvik/2.1.0 (Linux; U; Android 7.0; LG-H831 Build/NRD90U),Android,2,Unknown,\N,0,\N,\N,LG H831,LG,H831,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\N,D013FD461A70,0,\N
1487,E0:5F:45:A5:49:D7,205,205,tru,7,g,1,802.11bgn,0,1495333131,1495334032,1496100246,1496101448,\N,4,4,1,0,0,iOS,10.3.2,\N,\N,0,\N,server-bag [iPhone OS\,10.3.2\,14F89\,iPhone8\,4],iPhone,2,Unknown,\N,0,\N,\N,Apple iPhone,Apple,iPhone,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
